county,ward,office,district,total.votes,party,candidate,votes
U.S. Congressional District: 2,,President,,Town of BURKE Wards 5-6,CON,Randall Terry Stephen Broden,0
U.S. Congressional District: 2,,President,,Town of BURKE Wards 5-6,LIB,Chase Russell Oliver Mike ter Maat,3
U.S. Congressional District: 2,,President,,Town of BURKE Wards 5-6,WGR,Jill Stein Rudolph Ware,0
U.S. Congressional District: 2,,President,,Town of BURKE Wards 5-6,NP,Claudia De la Cruz Karina Garcia,0
U.S. Congressional District: 2,,President,,Town of BURKE Wards 5-6,NP,Cornel West Melina Abdullah,1
U.S. Congressional District: 2,,President,,Town of BURKE Wards 5-6,NP,"Robert F. Kennedy, Jr. Nicole Shanahan",2
U.S. Congressional District: 2,,President,,Town of BURKE Wards 5-6,NP,Peter Sonski Lauren Onak (write-in),0
U.S. Congressional District: 2,,President,,Town of BURKE Wards 5-6,NP,Cherunda Lynn Fox (write-in),0
U.S. Congressional District: 2,,President,,Town of BURKE Wards 5-6,NP,Brian Kienitz (write-in),0
U.S. Congressional District: 2,,President,,Town of BURKE Wards 5-6,NP,Doug Jenkins Kimberly LaLonde (write-in),0
U.S. Congressional District: 2,,President,,Town of BURKE Wards 5-6,NP,Future Madam Potus Jessica Kennedy (write-in),0
U.S. Congressional District: 2,,President,,Town of BURKE Wards 5-6,NP,"André Ramone McNeil, Sr. (write-in)",0
U.S. Congressional District: 2,,President,,Town of BURKE Wards 5-6,,Scattering,0
U.S. Congressional District: 2,,President,,Town of CHRISTIANA Wards 1-2,DEM,Kamala D. Harris Tim Walz,406
U.S. Congressional District: 2,,President,,Town of CHRISTIANA Wards 1-2,REP,Donald J. Trump JD Vance,412
U.S. Congressional District: 2,,President,,Town of CHRISTIANA Wards 1-2,CON,Randall Terry Stephen Broden,0
U.S. Congressional District: 2,,President,,Town of CHRISTIANA Wards 1-2,LIB,Chase Russell Oliver Mike ter Maat,2
U.S. Congressional District: 2,,President,,Town of CHRISTIANA Wards 1-2,WGR,Jill Stein Rudolph Ware,3
U.S. Congressional District: 2,,President,,Town of CHRISTIANA Wards 1-2,NP,Claudia De la Cruz Karina Garcia,0
U.S. Congressional District: 2,,President,,Town of CHRISTIANA Wards 1-2,NP,Cornel West Melina Abdullah,0
U.S. Congressional District: 2,,President,,Town of CHRISTIANA Wards 1-2,NP,"Robert F. Kennedy, Jr. Nicole Shanahan",3
U.S. Congressional District: 2,,President,,Town of CHRISTIANA Wards 1-2,NP,Peter Sonski Lauren Onak (write-in),1
U.S. Congressional District: 2,,President,,Town of CHRISTIANA Wards 1-2,NP,Cherunda Lynn Fox (write-in),0
U.S. Congressional District: 2,,President,,Town of CHRISTIANA Wards 1-2,NP,Brian Kienitz (write-in),0
U.S. Congressional District: 2,,President,,Town of CHRISTIANA Wards 1-2,NP,Doug Jenkins Kimberly LaLonde (write-in),0
U.S. Congressional District: 2,,President,,Town of CHRISTIANA Wards 1-2,NP,Future Madam Potus Jessica Kennedy (write-in),0
U.S. Congressional District: 2,,President,,Town of CHRISTIANA Wards 1-2,NP,"André Ramone McNeil, Sr. (write-in)",0
U.S. Congressional District: 2,,President,,Town of CHRISTIANA Wards 1-2,,Scattering,0
U.S. Congressional District: 2,,President,,Town of COTTAGE GROVE Wards 1-6,DEM,Kamala D. Harris Tim Walz,1620
U.S. Congressional District: 2,,President,,Town of COTTAGE GROVE Wards 1-6,REP,Donald J. Trump JD Vance,975
U.S. Congressional District: 2,,President,,Town of COTTAGE GROVE Wards 1-6,CON,Randall Terry Stephen Broden,2
U.S. Congressional District: 2,,President,,Town of COTTAGE GROVE Wards 1-6,LIB,Chase Russell Oliver Mike ter Maat,7
U.S. Congressional District: 2,,President,,Town of COTTAGE GROVE Wards 1-6,WGR,Jill Stein Rudolph Ware,6
U.S. Congressional District: 2,,President,,Town of COTTAGE GROVE Wards 1-6,NP,Claudia De la Cruz Karina Garcia,3
U.S. Congressional District: 2,,President,,Town of COTTAGE GROVE Wards 1-6,NP,Cornel West Melina Abdullah,3
U.S. Congressional District: 2,,President,,Town of COTTAGE GROVE Wards 1-6,NP,"Robert F. Kennedy, Jr. Nicole Shanahan",10
U.S. Congressional District: 2,,President,,Town of COTTAGE GROVE Wards 1-6,NP,Peter Sonski Lauren Onak (write-in),0
U.S. Congressional District: 2,,President,,Town of COTTAGE GROVE Wards 1-6,NP,Cherunda Lynn Fox (write-in),0
U.S. Congressional District: 2,,President,,Town of COTTAGE GROVE Wards 1-6,NP,Brian Kienitz (write-in),0
U.S. Congressional District: 2,,President,,Town of COTTAGE GROVE Wards 1-6,NP,Doug Jenkins Kimberly LaLonde (write-in),0
U.S. Congressional District: 2,,President,,Town of COTTAGE GROVE Wards 1-6,NP,Future Madam Potus Jessica Kennedy (write-in),0
U.S. Congressional District: 2,,President,,Town of COTTAGE GROVE Wards 1-6,NP,"André Ramone McNeil, Sr. (write-in)",0
U.S. Congressional District: 2,,President,,Town of COTTAGE GROVE Wards 1-6,,Scattering,9
U.S. Congressional District: 2,,President,,Town of CROSS PLAINS Wards 1-2,DEM,Kamala D. Harris Tim Walz,653
U.S. Congressional District: 2,,President,,Town of CROSS PLAINS Wards 1-2,REP,Donald J. Trump JD Vance,465
U.S. Congressional District: 2,,President,,Town of CROSS PLAINS Wards 1-2,CON,Randall Terry Stephen Broden,3
U.S. Congressional District: 2,,President,,Town of CROSS PLAINS Wards 1-2,LIB,Chase Russell Oliver Mike ter Maat,1
U.S. Congressional District: 2,,President,,Town of CROSS PLAINS Wards 1-2,WGR,Jill Stein Rudolph Ware,4
U.S. Congressional District: 2,,President,,Town of CROSS PLAINS Wards 1-2,NP,Claudia De la Cruz Karina Garcia,0
U.S. Congressional District: 2,,President,,Town of CROSS PLAINS Wards 1-2,NP,Cornel West Melina Abdullah,0
U.S. Congressional District: 2,,President,,Town of CROSS PLAINS Wards 1-2,NP,"Robert F. Kennedy, Jr. Nicole Shanahan",3
U.S. Congressional District: 2,,President,,Town of CROSS PLAINS Wards 1-2,NP,Peter Sonski Lauren Onak (write-in),0
U.S. Congressional District: 2,,President,,Town of CROSS PLAINS Wards 1-2,NP,Cherunda Lynn Fox (write-in),0
U.S. Congressional District: 2,,President,,Town of CROSS PLAINS Wards 1-2,NP,Brian Kienitz (write-in),0
U.S. Congressional District: 2,,President,,Town of CROSS PLAINS Wards 1-2,NP,Doug Jenkins Kimberly LaLonde (write-in),0
U.S. Congressional District: 2,,President,,Town of CROSS PLAINS Wards 1-2,NP,Future Madam Potus Jessica Kennedy (write-in),0
U.S. Congressional District: 2,,President,,Town of CROSS PLAINS Wards 1-2,NP,"André Ramone McNeil, Sr. (write-in)",0
U.S. Congressional District: 2,,President,,Town of CROSS PLAINS Wards 1-2,,Scattering,1
U.S. Congressional District: 2,,President,,Town of DANE Ward 1,DEM,Kamala D. Harris Tim Walz,243
U.S. Congressional District: 2,,President,,Town of DANE Ward 1,REP,Donald J. Trump JD Vance,370
U.S. Congressional District: 2,,President,,Town of DANE Ward 1,CON,Randall Terry Stephen Broden,3
U.S. Congressional District: 2,,President,,Town of DANE Ward 1,LIB,Chase Russell Oliver Mike ter Maat,1
U.S. Congressional District: 2,,President,,Town of DANE Ward 1,WGR,Jill Stein Rudolph Ware,2
U.S. Congressional District: 2,,President,,Town of DANE Ward 1,NP,Claudia De la Cruz Karina Garcia,0
U.S. Congressional District: 2,,President,,Town of DANE Ward 1,NP,Cornel West Melina Abdullah,1
U.S. Congressional District: 2,,President,,Town of DANE Ward 1,NP,"Robert F. Kennedy, Jr. Nicole Shanahan",6
U.S. Congressional District: 2,,President,,Town of DANE Ward 1,NP,Peter Sonski Lauren Onak (write-in),0
U.S. Congressional District: 2,,President,,Town of DANE Ward 1,NP,Cherunda Lynn Fox (write-in),0
U.S. Congressional District: 2,,President,,Town of DANE Ward 1,NP,Brian Kienitz (write-in),0
U.S. Congressional District: 2,,President,,Town of DANE Ward 1,NP,Doug Jenkins Kimberly LaLonde (write-in),0
U.S. Congressional District: 2,,President,,Town of DANE Ward 1,NP,Future Madam Potus Jessica Kennedy (write-in),0
U.S. Congressional District: 2,,President,,Town of DANE Ward 1,NP,"André Ramone McNeil, Sr. (write-in)",0
U.S. Congressional District: 2,,President,,Town of DANE Ward 1,,Scattering,1
U.S. Congressional District: 2,,President,,Town of DEERFIELD Wards 1-2,DEM,Kamala D. Harris Tim Walz,588
U.S. Congressional District: 2,,President,,Town of DEERFIELD Wards 1-2,REP,Donald J. Trump JD Vance,473
U.S. Congressional District: 2,,President,,Town of DEERFIELD Wards 1-2,CON,Randall Terry Stephen Broden,1
U.S. Congressional District: 2,,President,,Town of DEERFIELD Wards 1-2,LIB,Chase Russell Oliver Mike ter Maat,4
U.S. Congressional District: 2,,President,,Town of DEERFIELD Wards 1-2,WGR,Jill Stein Rudolph Ware,3
U.S. Congressional District: 2,,President,,Town of DEERFIELD Wards 1-2,NP,Claudia De la Cruz Karina Garcia,1
U.S. Congressional District: 2,,President,,Town of DEERFIELD Wards 1-2,NP,Cornel West Melina Abdullah,0
U.S. Congressional District: 2,,President,,Town of DEERFIELD Wards 1-2,NP,"Robert F. Kennedy, Jr. Nicole Shanahan",3
U.S. Congressional District: 2,,President,,Town of DEERFIELD Wards 1-2,NP,Peter Sonski Lauren Onak (write-in),0
U.S. Congressional District: 2,,President,,Town of DEERFIELD Wards 1-2,NP,Cherunda Lynn Fox (write-in),0
U.S. Congressional District: 2,,President,,Town of DEERFIELD Wards 1-2,NP,Brian Kienitz (write-in),0
U.S. Congressional District: 2,,President,,Town of DEERFIELD Wards 1-2,NP,Doug Jenkins Kimberly LaLonde (write-in),0
U.S. Congressional District: 2,,President,,Town of DEERFIELD Wards 1-2,NP,Future Madam Potus Jessica Kennedy (write-in),0
U.S. Congressional District: 2,,President,,Town of DEERFIELD Wards 1-2,NP,"André Ramone McNeil, Sr. (write-in)",0
U.S. Congressional District: 2,,President,,Town of DEERFIELD Wards 1-2,,Scattering,5
U.S. Congressional District: 2,,President,,Town of DUNKIRK Wards 1-6,DEM,Kamala D. Harris Tim Walz,769
U.S. Congressional District: 2,,President,,Town of DUNKIRK Wards 1-6,REP,Donald J. Trump JD Vance,559
U.S. Congressional District: 2,,President,,Town of DUNKIRK Wards 1-6,CON,Randall Terry Stephen Broden,0
U.S. Congressional District: 2,,President,,Town of DUNKIRK Wards 1-6,LIB,Chase Russell Oliver Mike ter Maat,2
U.S. Congressional District: 2,,President,,Town of DUNKIRK Wards 1-6,WGR,Jill Stein Rudolph Ware,3
U.S. Congressional District: 2,,President,,Town of DUNKIRK Wards 1-6,NP,Claudia De la Cruz Karina Garcia,1
U.S. Congressional District: 2,,President,,Town of DUNKIRK Wards 1-6,NP,Cornel West Melina Abdullah,1
U.S. Congressional District: 2,,President,,Town of DUNKIRK Wards 1-6,NP,"Robert F. Kennedy, Jr. Nicole Shanahan",10
U.S. Congressional District: 2,,President,,Town of DUNKIRK Wards 1-6,NP,Peter Sonski Lauren Onak (write-in),0
U.S. Congressional District: 2,,President,,Town of DUNKIRK Wards 1-6,NP,Cherunda Lynn Fox (write-in),0
U.S. Congressional District: 2,,President,,Town of DUNKIRK Wards 1-6,NP,Brian Kienitz (write-in),0
U.S. Congressional District: 2,,President,,Town of DUNKIRK Wards 1-6,NP,Doug Jenkins Kimberly LaLonde (write-in),0
U.S. Congressional District: 2,,President,,Town of DUNKIRK Wards 1-6,NP,Future Madam Potus Jessica Kennedy (write-in),0
U.S. Congressional District: 2,,President,,Town of DUNKIRK Wards 1-6,NP,"André Ramone McNeil, Sr. (write-in)",0
U.S. Congressional District: 2,,President,,Town of DUNKIRK Wards 1-6,,Scattering,1
U.S. Congressional District: 2,,President,,Town of DUNN Wards 1-7,DEM,Kamala D. Harris Tim Walz,2194
U.S. Congressional District: 2,,President,,Town of DUNN Wards 1-7,REP,Donald J. Trump JD Vance,1249
U.S. Congressional District: 2,,President,,Town of DUNN Wards 1-7,CON,Randall Terry Stephen Broden,2
U.S. Congressional District: 2,,President,,Town of DUNN Wards 1-7,LIB,Chase Russell Oliver Mike ter Maat,11
U.S. Congressional District: 2,,President,,Town of DUNN Wards 1-7,WGR,Jill Stein Rudolph Ware,16
U.S. Congressional District: 2,,President,,Town of DUNN Wards 1-7,NP,Claudia De la Cruz Karina Garcia,2
U.S. Congressional District: 2,,President,,Town of DUNN Wards 1-7,NP,Cornel West Melina Abdullah,3
U.S. Congressional District: 2,,President,,Town of DUNN Wards 1-7,NP,"Robert F. Kennedy, Jr. Nicole Shanahan",13
U.S. Congressional District: 2,,President,,Town of DUNN Wards 1-7,NP,Peter Sonski Lauren Onak (write-in),1
U.S. Congressional District: 2,,President,,Town of DUNN Wards 1-7,NP,Cherunda Lynn Fox (write-in),0
U.S. Congressional District: 2,,President,,Town of DUNN Wards 1-7,NP,Brian Kienitz (write-in),0
U.S. Congressional District: 2,,President,,Town of DUNN Wards 1-7,NP,Doug Jenkins Kimberly LaLonde (write-in),2
U.S. Congressional District: 2,,President,,Town of DUNN Wards 1-7,NP,Future Madam Potus Jessica Kennedy (write-in),0
U.S. Congressional District: 2,,President,,Town of DUNN Wards 1-7,NP,"André Ramone McNeil, Sr. (write-in)",0
U.S. Congressional District: 2,,President,,Town of DUNN Wards 1-7,,Scattering,12
U.S. Congressional District: 2,,President,,Town of MAZOMANIE Wards 1-2,DEM,Kamala D. Harris Tim Walz,384
U.S. Congressional District: 2,,President,,Town of MAZOMANIE Wards 1-2,REP,Donald J. Trump JD Vance,346
U.S. Congressional District: 2,,President,,Town of MAZOMANIE Wards 1-2,CON,Randall Terry Stephen Broden,0
U.S. Congressional District: 2,,President,,Town of MAZOMANIE Wards 1-2,LIB,Chase Russell Oliver Mike ter Maat,1
U.S. Congressional District: 2,,President,,Town of MAZOMANIE Wards 1-2,WGR,Jill Stein Rudolph Ware,2
U.S. Congressional District: 2,,President,,Town of MAZOMANIE Wards 1-2,NP,Claudia De la Cruz Karina Garcia,0
U.S. Congressional District: 2,,President,,Town of MAZOMANIE Wards 1-2,NP,Cornel West Melina Abdullah,1
U.S. Congressional District: 2,,President,,Town of MAZOMANIE Wards 1-2,NP,"Robert F. Kennedy, Jr. Nicole Shanahan",2
U.S. Congressional District: 2,,President,,Town of MAZOMANIE Wards 1-2,NP,Peter Sonski Lauren Onak (write-in),0
U.S. Congressional District: 2,,President,,Town of MAZOMANIE Wards 1-2,NP,Cherunda Lynn Fox (write-in),0
U.S. Congressional District: 2,,President,,Town of MAZOMANIE Wards 1-2,NP,Brian Kienitz (write-in),0
U.S. Congressional District: 2,,President,,Town of MAZOMANIE Wards 1-2,NP,Doug Jenkins Kimberly LaLonde (write-in),0
U.S. Congressional District: 2,,President,,Town of MAZOMANIE Wards 1-2,NP,Future Madam Potus Jessica Kennedy (write-in),0
U.S. Congressional District: 2,,President,,Town of MAZOMANIE Wards 1-2,NP,"André Ramone McNeil, Sr. (write-in)",0
U.S. Congressional District: 2,,President,,Town of MAZOMANIE Wards 1-2,,Scattering,3
U.S. Congressional District: 2,,President,,Town of MEDINA Wards 1-2,DEM,Kamala D. Harris Tim Walz,429
U.S. Congressional District: 2,,President,,Town of MEDINA Wards 1-2,REP,Donald J. Trump JD Vance,455
U.S. Congressional District: 2,,President,,Town of MEDINA Wards 1-2,CON,Randall Terry Stephen Broden,4
U.S. Congressional District: 2,,President,,Town of MEDINA Wards 1-2,LIB,Chase Russell Oliver Mike ter Maat,3
U.S. Congressional District: 2,,President,,Town of MEDINA Wards 1-2,WGR,Jill Stein Rudolph Ware,2
U.S. Congressional District: 2,,President,,Town of MEDINA Wards 1-2,NP,Claudia De la Cruz Karina Garcia,0
U.S. Congressional District: 2,,President,,Town of MEDINA Wards 1-2,NP,Cornel West Melina Abdullah,1
U.S. Congressional District: 2,,President,,Town of MEDINA Wards 1-2,NP,"Robert F. Kennedy, Jr. Nicole Shanahan",6
U.S. Congressional District: 2,,President,,Town of MEDINA Wards 1-2,NP,Peter Sonski Lauren Onak (write-in),0
U.S. Congressional District: 2,,President,,Town of MEDINA Wards 1-2,NP,Cherunda Lynn Fox (write-in),0
U.S. Congressional District: 2,,President,,Town of MEDINA Wards 1-2,NP,Brian Kienitz (write-in),0
U.S. Congressional District: 2,,President,,Town of MEDINA Wards 1-2,NP,Doug Jenkins Kimberly LaLonde (write-in),0
U.S. Congressional District: 2,,President,,Town of MEDINA Wards 1-2,NP,Future Madam Potus Jessica Kennedy (write-in),0
U.S. Congressional District: 2,,President,,Town of MEDINA Wards 1-2,NP,"André Ramone McNeil, Sr. (write-in)",0
U.S. Congressional District: 2,,President,,Town of MEDINA Wards 1-2,,Scattering,2
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 1,3-4",DEM,Kamala D. Harris Tim Walz,1226
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 1,3-4",REP,Donald J. Trump JD Vance,566
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 1,3-4",CON,Randall Terry Stephen Broden,3
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 1,3-4",LIB,Chase Russell Oliver Mike ter Maat,4
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 1,3-4",WGR,Jill Stein Rudolph Ware,7
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 1,3-4",NP,Claudia De la Cruz Karina Garcia,2
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 1,3-4",NP,Cornel West Melina Abdullah,1
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 1,3-4",NP,"Robert F. Kennedy, Jr. Nicole Shanahan",9
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 1,3-4",NP,Peter Sonski Lauren Onak (write-in),0
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 1,3-4",NP,Cherunda Lynn Fox (write-in),0
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 1,3-4",NP,Brian Kienitz (write-in),0
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 1,3-4",NP,Doug Jenkins Kimberly LaLonde (write-in),0
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 1,3-4",NP,Future Madam Potus Jessica Kennedy (write-in),0
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 1,3-4",NP,"André Ramone McNeil, Sr. (write-in)",0
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 1,3-4",,Scattering,7
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 2,4A",DEM,Kamala D. Harris Tim Walz,339
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 2,4A",REP,Donald J. Trump JD Vance,164
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 2,4A",CON,Randall Terry Stephen Broden,1
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 2,4A",LIB,Chase Russell Oliver Mike ter Maat,1
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 2,4A",WGR,Jill Stein Rudolph Ware,4
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 2,4A",NP,Claudia De la Cruz Karina Garcia,0
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 2,4A",NP,Cornel West Melina Abdullah,0
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 2,4A",NP,"Robert F. Kennedy, Jr. Nicole Shanahan",3
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 2,4A",NP,Peter Sonski Lauren Onak (write-in),0
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 2,4A",NP,Cherunda Lynn Fox (write-in),0
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 2,4A",NP,Brian Kienitz (write-in),0
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 2,4A",NP,Doug Jenkins Kimberly LaLonde (write-in),0
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 2,4A",NP,Future Madam Potus Jessica Kennedy (write-in),0
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 2,4A",NP,"André Ramone McNeil, Sr. (write-in)",0
U.S. Congressional District: 2,,President,,"Town of MIDDLETON Wards 2,4A",,Scattering,1
U.S. Congressional District: 2,,President,,Town of MIDDLETON Wards 5-8,DEM,Kamala D. Harris Tim Walz,1639
U.S. Congressional District: 2,,President,,Town of MIDDLETON Wards 5-8,REP,Donald J. Trump JD Vance,920
U.S. Congressional District: 2,,President,,Town of MIDDLETON Wards 5-8,CON,Randall Terry Stephen Broden,3
U.S. Congressional District: 2,,President,,Town of MIDDLETON Wards 5-8,LIB,Chase Russell Oliver Mike ter Maat,7
U.S. Congressional District: 2,,President,,Town of MIDDLETON Wards 5-8,WGR,Jill Stein Rudolph Ware,30
U.S. Congressional District: 2,,President,,Town of MIDDLETON Wards 5-8,NP,Claudia De la Cruz Karina Garcia,0
U.S. Congressional District: 2,,President,,Town of MIDDLETON Wards 5-8,NP,Cornel West Melina Abdullah,0
U.S. Congressional District: 2,,President,,Town of MIDDLETON Wards 5-8,NP,"Robert F. Kennedy, Jr. Nicole Shanahan",5
U.S. Congressional District: 2,,President,,Town of MIDDLETON Wards 5-8,NP,Peter Sonski Lauren Onak (write-in),0
U.S. Congressional District: 2,,President,,Town of MIDDLETON Wards 5-8,NP,Cherunda Lynn Fox (write-in),0
U.S. Congressional District: 2,,President,,Town of MIDDLETON Wards 5-8,NP,Brian Kienitz (write-in),0
U.S. Congressional District: 2,,President,,Town of MIDDLETON Wards 5-8,NP,Doug Jenkins Kimberly LaLonde (write-in),0
U.S. Congressional District: 2,,President,,Town of MIDDLETON Wards 5-8,NP,Future Madam Potus Jessica Kennedy (write-in),0
U.S. Congressional District: 2,,President,,Town of MIDDLETON Wards 5-8,NP,"André Ramone McNeil, Sr. (write-in)",0
U.S. Congressional District: 2,,President,,Town of MIDDLETON Wards 5-8,,Scattering,7
U.S. Congressional District: 2,,President,,Town of MIDDLETON Ward 8A,DEM,Kamala D. Harris Tim Walz,3
U.S. Congressional District: 2,,President,,Town of MIDDLETON Ward 8A,REP,Donald J. Trump JD Vance,2
U.S. Congressional District: 2,,President,,Town of MIDDLETON Ward 8A,CON,Randall Terry Stephen Broden,0
U.S. Congressional District: 2,,President,,Town of MIDDLETON Ward 8A,LIB,Chase Russell Oliver Mike ter Maat,0
U.S. Congressional District: 2,,President,,Town of MIDDLETON Ward 8A,WGR,Jill Stein Rudolph Ware,1
U.S. Congressional District: 2,,President,,Town of MIDDLETON Ward 8A,NP,Claudia De la Cruz Karina Garcia,0
U.S. Congressional District: 2,,President,,Town of MIDDLETON Ward 8A,NP,Cornel West Melina Abdullah,0
U.S. Congressional District: 2,,President,,Town of MIDDLETON Ward 8A,NP,"Robert F. Kennedy, Jr. Nicole Shanahan",0
U.S. Congressional District: 2,,President,,Town of MIDDLETON Ward 8A,NP,Peter Sonski Lauren Onak (write-in),0
U.S. Congressional District: 2,,President,,Town of MIDDLETON Ward 8A,NP,Cherunda Lynn Fox (write-in),0
U.S. Congressional District: 2,,President,,Town of MIDDLETON Ward 8A,NP,Brian Kienitz (write-in),0
U.S. Congressional District: 2,,President,,Town of MIDDLETON Ward 8A,NP,Doug Jenkins Kimberly LaLonde (write-in),0
U.S. Congressional District: 2,,President,,Town of MIDDLETON Ward 8A,NP,Future Madam Potus Jessica Kennedy (write-in),0
U.S. Congressional District: 2,,President,,Town of MIDDLETON Ward 8A,NP,"André Ramone McNeil, Sr. (write-in)",0
U.S. Congressional District: 2,,President,,Town of MIDDLETON Ward 8A,,Scattering,0
U.S. Congressional District: 2,,President,,Town of MONTROSE Wards 1-2,DEM,Kamala D. Harris Tim Walz,483
U.S. Congressional District: 2,,President,,Town of MONTROSE Wards 1-2,REP,Donald J. Trump JD Vance,260
U.S. Congressional District: 2,,President,,Town of MONTROSE Wards 1-2,CON,Randall Terry Stephen Broden,1
U.S. Congressional District: 2,,President,,Town of MONTROSE Wards 1-2,LIB,Chase Russell Oliver Mike ter Maat,4
U.S. Congressional District: 2,,President,,Town of MONTROSE Wards 1-2,WGR,Jill Stein Rudolph Ware,3
U.S. Congressional District: 2,,President,,Town of MONTROSE Wards 1-2,NP,Claudia De la Cruz Karina Garcia,0
U.S. Congressional District: 2,,President,,Town of MONTROSE Wards 1-2,NP,Cornel West Melina Abdullah,0
U.S. Congressional District: 2,,President,,Town of MONTROSE Wards 1-2,NP,"Robert F. Kennedy, Jr. Nicole Shanahan",5
U.S. Congressional District: 2,,President,,Town of MONTROSE Wards 1-2,NP,Peter Sonski Lauren Onak (write-in),0
U.S. Congressional District: 2,,President,,Town of MONTROSE Wards 1-2,NP,Cherunda Lynn Fox (write-in),0
U.S. Congressional District: 2,,President,,Town of MONTROSE Wards 1-2,NP,Brian Kienitz (write-in),0
U.S. Congressional District: 2,,President,,Town of MONTROSE Wards 1-2,NP,Doug Jenkins Kimberly LaLonde (write-in),0
U.S. Congressional District: 2,,President,,Town of MONTROSE Wards 1-2,NP,Future Madam Potus Jessica Kennedy (write-in),0
U.S. Congressional District: 2,,President,,Town of MONTROSE Wards 1-2,NP,"André Ramone McNeil, Sr. (write-in)",0
U.S. Congressional District: 2,,President,,Town of MONTROSE Wards 1-2,,Scattering,2
U.S. Congressional District: 2,,President,,Town of OREGON Wards 1-4,DEM,Kamala D. Harris Tim Walz,1496
U.S. Congressional District: 2,,President,,Town of OREGON Wards 1-4,REP,Donald J. Trump JD Vance,777
U.S. Congressional District: 2,,President,,Town of OREGON Wards 1-4,CON,Randall Terry Stephen Broden,1
U.S. Congressional District: 2,,President,,Town of OREGON Wards 1-4,LIB,Chase Russell Oliver Mike ter Maat,9
U.S. Congressional District: 2,,President,,Town of OREGON Wards 1-4,WGR,Jill Stein Rudolph Ware,6
U.S. Congressional District: 2,,President,,Town of OREGON Wards 1-4,NP,Claudia De la Cruz Karina Garcia,0
U.S. Congressional District: 2,,President,,Town of OREGON Wards 1-4,NP,Cornel West Melina Abdullah,1
U.S. Congressional District: 2,,President,,Town of OREGON Wards 1-4,NP,"Robert F. Kennedy, Jr. Nicole Shanahan",10
U.S. Congressional District: 2,,President,,Town of OREGON Wards 1-4,NP,Peter Sonski Lauren Onak (write-in),0
U.S. Congressional District: 2,,President,,Town of OREGON Wards 1-4,NP,Cherunda Lynn Fox (write-in),0
U.S. Congressional District: 2,,President,,Town of OREGON Wards 1-4,NP,Brian Kienitz (write-in),0
U.S. Congressional District: 2,,President,,Town of OREGON Wards 1-4,NP,Doug Jenkins Kimberly LaLonde (write-in),0
U.S. Congressional District: 2,,President,,Town of OREGON Wards 1-4,NP,Future Madam Potus Jessica Kennedy (write-in),0
U.S. Congressional District: 2,,President,,Town of OREGON Wards 1-4,NP,"André Ramone McNeil, Sr. (write-in)",0
U.S. Congressional District: 2,,President,,Town of OREGON Wards 1-4,,Scattering,7
U.S. Congressional District: 2,,President,,Town of PERRY Ward 1,DEM,Kamala D. Harris Tim Walz,323
U.S. Congressional District: 2,,President,,Town of PERRY Ward 1,REP,Donald J. Trump JD Vance,197
U.S. Congressional District: 2,,President,,Town of PERRY Ward 1,CON,Randall Terry Stephen Broden,0
U.S. Congressional District: 2,,President,,Town of PERRY Ward 1,LIB,Chase Russell Oliver Mike ter Maat,0
U.S. Congressional District: 2,,President,,Town of PERRY Ward 1,WGR,Jill Stein Rudolph Ware,2
U.S. Congressional District: 2,,President,,Town of PERRY Ward 1,NP,Claudia De la Cruz Karina Garcia,0
U.S. Congressional District: 2,,President,,Town of PERRY Ward 1,NP,Cornel West Melina Abdullah,0
U.S. Congressional District: 2,,President,,Town of PERRY Ward 1,NP,"Robert F. Kennedy, Jr. Nicole Shanahan",0
