county,ward,office,district,total.votes,party,candidate,votes
Milwaukee,City Of Cudahy Wards 10-12,Court Of Appeals Judge,1,544,,Scattering,5
Milwaukee,City Of Cudahy Wards 13-15,Court Of Appeals Judge,1,468,NP,Joe Donald,455
Milwaukee,City Of Cudahy Wards 13-15,Court Of Appeals Judge,1,468,,Scattering,13
Milwaukee,City Of Franklin Ward 1,Court Of Appeals Judge,1,128,NP,Joe Donald,128
Milwaukee,City Of Franklin Ward 1,Court Of Appeals Judge,1,128,,Scattering,0
Milwaukee,City Of Franklin Ward 2,Court Of Appeals Judge,1,322,NP,Joe Donald,319
Milwaukee,City Of Franklin Ward 2,Court Of Appeals Judge,1,322,,Scattering,3
Milwaukee,City Of Franklin Ward 3,Court Of Appeals Judge,1,374,NP,Joe Donald,368
Milwaukee,City Of Franklin Ward 3,Court Of Appeals Judge,1,374,,Scattering,6
Milwaukee,City Of Franklin Ward 4,Court Of Appeals Judge,1,172,NP,Joe Donald,169
Milwaukee,City Of Franklin Ward 4,Court Of Appeals Judge,1,172,,Scattering,3
Milwaukee,City Of Franklin Ward 5,Court Of Appeals Judge,1,395,NP,Joe Donald,394
Milwaukee,City Of Franklin Ward 5,Court Of Appeals Judge,1,395,,Scattering,1
Milwaukee,City Of Franklin Ward 6,Court Of Appeals Judge,1,329,NP,Joe Donald,326
Milwaukee,City Of Franklin Ward 6,Court Of Appeals Judge,1,329,,Scattering,3
Milwaukee,City Of Franklin Ward 7,Court Of Appeals Judge,1,267,NP,Joe Donald,266
Milwaukee,City Of Franklin Ward 7,Court Of Appeals Judge,1,267,,Scattering,1
Milwaukee,City Of Franklin Ward 8,Court Of Appeals Judge,1,235,NP,Joe Donald,231
Milwaukee,City Of Franklin Ward 8,Court Of Appeals Judge,1,235,,Scattering,4
Milwaukee,City Of Franklin Ward 9,Court Of Appeals Judge,1,148,NP,Joe Donald,145
Milwaukee,City Of Franklin Ward 9,Court Of Appeals Judge,1,148,,Scattering,3
Milwaukee,City Of Franklin Ward 10,Court Of Appeals Judge,1,119,NP,Joe Donald,118
Milwaukee,City Of Franklin Ward 10,Court Of Appeals Judge,1,119,,Scattering,1
Milwaukee,City Of Franklin Ward 11,Court Of Appeals Judge,1,399,NP,Joe Donald,396
Milwaukee,City Of Franklin Ward 11,Court Of Appeals Judge,1,399,,Scattering,3
Milwaukee,City Of Franklin Ward 12,Court Of Appeals Judge,1,356,NP,Joe Donald,350
Milwaukee,City Of Franklin Ward 12,Court Of Appeals Judge,1,356,,Scattering,6
Milwaukee,City Of Franklin Ward 13,Court Of Appeals Judge,1,140,NP,Joe Donald,138
Milwaukee,City Of Franklin Ward 13,Court Of Appeals Judge,1,140,,Scattering,2
Milwaukee,City Of Franklin Ward 14,Court Of Appeals Judge,1,294,NP,Joe Donald,294
Milwaukee,City Of Franklin Ward 14,Court Of Appeals Judge,1,294,,Scattering,0
Milwaukee,City Of Franklin Ward 15,Court Of Appeals Judge,1,231,NP,Joe Donald,225
Milwaukee,City Of Franklin Ward 15,Court Of Appeals Judge,1,231,,Scattering,6
Milwaukee,City Of Franklin Ward 16,Court Of Appeals Judge,1,302,NP,Joe Donald,300
Milwaukee,City Of Franklin Ward 16,Court Of Appeals Judge,1,302,,Scattering,2
Milwaukee,City Of Franklin Ward 17,Court Of Appeals Judge,1,205,NP,Joe Donald,202
Milwaukee,City Of Franklin Ward 17,Court Of Appeals Judge,1,205,,Scattering,3
Milwaukee,City Of Franklin Ward 18,Court Of Appeals Judge,1,152,NP,Joe Donald,151
Milwaukee,City Of Franklin Ward 18,Court Of Appeals Judge,1,152,,Scattering,1
Milwaukee,City Of Franklin Ward 19,Court Of Appeals Judge,1,315,NP,Joe Donald,311
Milwaukee,City Of Franklin Ward 19,Court Of Appeals Judge,1,315,,Scattering,4
Milwaukee,City Of Franklin Ward 20,Court Of Appeals Judge,1,212,NP,Joe Donald,211
Milwaukee,City Of Franklin Ward 20,Court Of Appeals Judge,1,212,,Scattering,1
Milwaukee,City Of Franklin Ward 21,Court Of Appeals Judge,1,418,NP,Joe Donald,415
Milwaukee,City Of Franklin Ward 21,Court Of Appeals Judge,1,418,,Scattering,3
Milwaukee,City Of Franklin Ward 22,Court Of Appeals Judge,1,437,NP,Joe Donald,435
Milwaukee,City Of Franklin Ward 22,Court Of Appeals Judge,1,437,,Scattering,2
Milwaukee,City Of Glendale Ward 1,Court Of Appeals Judge,1,221,NP,Joe Donald,217
Milwaukee,City Of Glendale Ward 1,Court Of Appeals Judge,1,221,,Scattering,4
Milwaukee,"City Of Glendale Wards 2,8",Court Of Appeals Judge,1,593,NP,Joe Donald,593
Milwaukee,"City Of Glendale Wards 2,8",Court Of Appeals Judge,1,593,,Scattering,0
Milwaukee,"City Of Glendale Wards 3,9",Court Of Appeals Judge,1,478,NP,Joe Donald,474
Milwaukee,"City Of Glendale Wards 3,9",Court Of Appeals Judge,1,478,,Scattering,4
Milwaukee,"City Of Glendale Wards 4,10",Court Of Appeals Judge,1,616,NP,Joe Donald,613
Milwaukee,"City Of Glendale Wards 4,10",Court Of Appeals Judge,1,616,,Scattering,3
Milwaukee,"City Of Glendale Wards 5,11",Court Of Appeals Judge,1,486,NP,Joe Donald,479
Milwaukee,"City Of Glendale Wards 5,11",Court Of Appeals Judge,1,486,,Scattering,7
Milwaukee,"City Of Glendale Wards 6,12",Court Of Appeals Judge,1,419,NP,Joe Donald,416
Milwaukee,"City Of Glendale Wards 6,12",Court Of Appeals Judge,1,419,,Scattering,3
Milwaukee,City Of Glendale Ward 7,Court Of Appeals Judge,1,218,NP,Joe Donald,215
Milwaukee,City Of Glendale Ward 7,Court Of Appeals Judge,1,218,,Scattering,3
Milwaukee,City Of Greenfield Ward 1,Court Of Appeals Judge,1,252,NP,Joe Donald,250
Milwaukee,City Of Greenfield Ward 1,Court Of Appeals Judge,1,252,,Scattering,2
Milwaukee,City Of Greenfield Ward 2,Court Of Appeals Judge,1,213,NP,Joe Donald,211
Milwaukee,City Of Greenfield Ward 2,Court Of Appeals Judge,1,213,,Scattering,2
Milwaukee,City Of Greenfield Ward 3,Court Of Appeals Judge,1,196,NP,Joe Donald,190
Milwaukee,City Of Greenfield Ward 3,Court Of Appeals Judge,1,196,,Scattering,6
Milwaukee,City Of Greenfield Ward 4,Court Of Appeals Judge,1,172,NP,Joe Donald,169
Milwaukee,City Of Greenfield Ward 4,Court Of Appeals Judge,1,172,,Scattering,3
Milwaukee,City Of Greenfield Ward 5,Court Of Appeals Judge,1,6,NP,Joe Donald,6
Milwaukee,City Of Greenfield Ward 5,Court Of Appeals Judge,1,6,,Scattering,0
Milwaukee,City Of Greenfield Ward 6,Court Of Appeals Judge,1,8,NP,Joe Donald,8
Milwaukee,City Of Greenfield Ward 6,Court Of Appeals Judge,1,8,,Scattering,0
Milwaukee,City Of Greenfield Ward 7,Court Of Appeals Judge,1,1,NP,Joe Donald,1
Milwaukee,City Of Greenfield Ward 7,Court Of Appeals Judge,1,1,,Scattering,0
Milwaukee,City Of Greenfield Ward 8,Court Of Appeals Judge,1,245,NP,Joe Donald,238
Milwaukee,City Of Greenfield Ward 8,Court Of Appeals Judge,1,245,,Scattering,7
Milwaukee,City Of Greenfield Ward 9,Court Of Appeals Judge,1,253,NP,Joe Donald,250
Milwaukee,City Of Greenfield Ward 9,Court Of Appeals Judge,1,253,,Scattering,3
Milwaukee,City Of Greenfield Ward 10,Court Of Appeals Judge,1,172,NP,Joe Donald,169
Milwaukee,City Of Greenfield Ward 10,Court Of Appeals Judge,1,172,,Scattering,3
Milwaukee,City Of Greenfield Ward 11,Court Of Appeals Judge,1,302,NP,Joe Donald,301
Milwaukee,City Of Greenfield Ward 11,Court Of Appeals Judge,1,302,,Scattering,1
Milwaukee,City Of Greenfield Ward 12,Court Of Appeals Judge,1,144,NP,Joe Donald,142
Milwaukee,City Of Greenfield Ward 12,Court Of Appeals Judge,1,144,,Scattering,2
Milwaukee,City Of Greenfield Ward 13,Court Of Appeals Judge,1,302,NP,Joe Donald,298
Milwaukee,City Of Greenfield Ward 13,Court Of Appeals Judge,1,302,,Scattering,4
Milwaukee,City Of Greenfield Ward 14,Court Of Appeals Judge,1,273,NP,Joe Donald,268
Milwaukee,City Of Greenfield Ward 14,Court Of Appeals Judge,1,273,,Scattering,5
Milwaukee,City Of Greenfield Ward 15,Court Of Appeals Judge,1,356,NP,Joe Donald,348
Milwaukee,City Of Greenfield Ward 15,Court Of Appeals Judge,1,356,,Scattering,8
Milwaukee,City Of Greenfield Ward 16,Court Of Appeals Judge,1,364,NP,Joe Donald,360
Milwaukee,City Of Greenfield Ward 16,Court Of Appeals Judge,1,364,,Scattering,4
Milwaukee,City Of Greenfield Ward 17,Court Of Appeals Judge,1,178,NP,Joe Donald,174
Milwaukee,City Of Greenfield Ward 17,Court Of Appeals Judge,1,178,,Scattering,4
Milwaukee,City Of Greenfield Ward 18,Court Of Appeals Judge,1,180,NP,Joe Donald,178
Milwaukee,City Of Greenfield Ward 18,Court Of Appeals Judge,1,180,,Scattering,2
Milwaukee,City Of Greenfield Ward 19,Court Of Appeals Judge,1,212,NP,Joe Donald,211
Milwaukee,City Of Greenfield Ward 19,Court Of Appeals Judge,1,212,,Scattering,1
Milwaukee,City Of Greenfield Ward 20,Court Of Appeals Judge,1,84,NP,Joe Donald,84
Milwaukee,City Of Greenfield Ward 20,Court Of Appeals Judge,1,84,,Scattering,0
Milwaukee,City Of Greenfield Ward 21,Court Of Appeals Judge,1,183,NP,Joe Donald,179
Milwaukee,City Of Greenfield Ward 21,Court Of Appeals Judge,1,183,,Scattering,4
Milwaukee,City Of Greenfield Ward 22,Court Of Appeals Judge,1,197,NP,Joe Donald,195
Milwaukee,City Of Greenfield Ward 22,Court Of Appeals Judge,1,197,,Scattering,2
Milwaukee,City Of Greenfield Ward 23,Court Of Appeals Judge,1,452,NP,Joe Donald,451
Milwaukee,City Of Greenfield Ward 23,Court Of Appeals Judge,1,452,,Scattering,1
Milwaukee,City Of Greenfield Ward 24,Court Of Appeals Judge,1,325,NP,Joe Donald,324
Milwaukee,City Of Greenfield Ward 24,Court Of Appeals Judge,1,325,,Scattering,1
Milwaukee,City Of Greenfield Ward 25,Court Of Appeals Judge,1,154,NP,Joe Donald,154
Milwaukee,City Of Greenfield Ward 25,Court Of Appeals Judge,1,154,,Scattering,0
Milwaukee,City Of Greenfield Ward 26,Court Of Appeals Judge,1,34,NP,Joe Donald,33
Milwaukee,City Of Greenfield Ward 26,Court Of Appeals Judge,1,34,,Scattering,1
Milwaukee,City Of Milwaukee Ward 1,Court Of Appeals Judge,1,245,NP,Joe Donald,243
Milwaukee,City Of Milwaukee Ward 1,Court Of Appeals Judge,1,245,,Scattering,2
Milwaukee,City Of Milwaukee Ward 2,Court Of Appeals Judge,1,43,NP,Joe Donald,43
Milwaukee,City Of Milwaukee Ward 2,Court Of Appeals Judge,1,43,,Scattering,0
Milwaukee,City Of Milwaukee Ward 3,Court Of Appeals Judge,1,198,NP,Joe Donald,196
Milwaukee,City Of Milwaukee Ward 3,Court Of Appeals Judge,1,198,,Scattering,2
Milwaukee,City Of Milwaukee Ward 4,Court Of Appeals Judge,1,295,NP,Joe Donald,291
Milwaukee,City Of Milwaukee Ward 4,Court Of Appeals Judge,1,295,,Scattering,4
Milwaukee,City Of Milwaukee Ward 5,Court Of Appeals Judge,1,194,NP,Joe Donald,193
Milwaukee,City Of Milwaukee Ward 5,Court Of Appeals Judge,1,194,,Scattering,1
Milwaukee,City Of Milwaukee Ward 6,Court Of Appeals Judge,1,354,NP,Joe Donald,347
Milwaukee,City Of Milwaukee Ward 6,Court Of Appeals Judge,1,354,,Scattering,7
Milwaukee,City Of Milwaukee Ward 7,Court Of Appeals Judge,1,114,NP,Joe Donald,113
Milwaukee,City Of Milwaukee Ward 7,Court Of Appeals Judge,1,114,,Scattering,1
Milwaukee,City Of Milwaukee Ward 8,Court Of Appeals Judge,1,335,NP,Joe Donald,332
Milwaukee,City Of Milwaukee Ward 8,Court Of Appeals Judge,1,335,,Scattering,3
Milwaukee,City Of Milwaukee Ward 9,Court Of Appeals Judge,1,201,NP,Joe Donald,198
Milwaukee,City Of Milwaukee Ward 9,Court Of Appeals Judge,1,201,,Scattering,3
Milwaukee,City Of Milwaukee Ward 10,Court Of Appeals Judge,1,317,NP,Joe Donald,308
Milwaukee,City Of Milwaukee Ward 10,Court Of Appeals Judge,1,317,,Scattering,9
Milwaukee,City Of Milwaukee Ward 11,Court Of Appeals Judge,1,239,NP,Joe Donald,237
Milwaukee,City Of Milwaukee Ward 11,Court Of Appeals Judge,1,239,,Scattering,2
Milwaukee,City Of Milwaukee Ward 12,Court Of Appeals Judge,1,135,NP,Joe Donald,134
Milwaukee,City Of Milwaukee Ward 12,Court Of Appeals Judge,1,135,,Scattering,1
Milwaukee,City Of Milwaukee Ward 13,Court Of Appeals Judge,1,90,NP,Joe Donald,87
Milwaukee,City Of Milwaukee Ward 13,Court Of Appeals Judge,1,90,,Scattering,3
Milwaukee,City Of Milwaukee Ward 14,Court Of Appeals Judge,1,172,NP,Joe Donald,165
Milwaukee,City Of Milwaukee Ward 14,Court Of Appeals Judge,1,172,,Scattering,7
Milwaukee,City Of Milwaukee Ward 15,Court Of Appeals Judge,1,222,NP,Joe Donald,217
Milwaukee,City Of Milwaukee Ward 15,Court Of Appeals Judge,1,222,,Scattering,5
Milwaukee,City Of Milwaukee Ward 16,Court Of Appeals Judge,1,247,NP,Joe Donald,244
Milwaukee,City Of Milwaukee Ward 16,Court Of Appeals Judge,1,247,,Scattering,3
Milwaukee,City Of Milwaukee Ward 17,Court Of Appeals Judge,1,171,NP,Joe Donald,164
Milwaukee,City Of Milwaukee Ward 17,Court Of Appeals Judge,1,171,,Scattering,7
Milwaukee,City Of Milwaukee Ward 18,Court Of Appeals Judge,1,172,NP,Joe Donald,170
Milwaukee,City Of Milwaukee Ward 18,Court Of Appeals Judge,1,172,,Scattering,2
Milwaukee,City Of Milwaukee Ward 19,Court Of Appeals Judge,1,93,NP,Joe Donald,88
Milwaukee,City Of Milwaukee Ward 19,Court Of Appeals Judge,1,93,,Scattering,5
Milwaukee,City Of Milwaukee Ward 20,Court Of Appeals Judge,1,180,NP,Joe Donald,178
Milwaukee,City Of Milwaukee Ward 20,Court Of Appeals Judge,1,180,,Scattering,2
Milwaukee,City Of Milwaukee Ward 21,Court Of Appeals Judge,1,78,NP,Joe Donald,76
Milwaukee,City Of Milwaukee Ward 21,Court Of Appeals Judge,1,78,,Scattering,2
Milwaukee,City Of Milwaukee Ward 22,Court Of Appeals Judge,1,116,NP,Joe Donald,113
Milwaukee,City Of Milwaukee Ward 22,Court Of Appeals Judge,1,116,,Scattering,3
Milwaukee,City Of Milwaukee Ward 23,Court Of Appeals Judge,1,87,NP,Joe Donald,86
Milwaukee,City Of Milwaukee Ward 23,Court Of Appeals Judge,1,87,,Scattering,1
Milwaukee,City Of Milwaukee Ward 24,Court Of Appeals Judge,1,23,NP,Joe Donald,23
Milwaukee,City Of Milwaukee Ward 24,Court Of Appeals Judge,1,23,,Scattering,0
Milwaukee,City Of Milwaukee Ward 25,Court Of Appeals Judge,1,74,NP,Joe Donald,74
Milwaukee,City Of Milwaukee Ward 25,Court Of Appeals Judge,1,74,,Scattering,0
Milwaukee,City Of Milwaukee Ward 26,Court Of Appeals Judge,1,49,NP,Joe Donald,48
Milwaukee,City Of Milwaukee Ward 26,Court Of Appeals Judge,1,49,,Scattering,1
Milwaukee,City Of Milwaukee Ward 27,Court Of Appeals Judge,1,134,NP,Joe Donald,134
Milwaukee,City Of Milwaukee Ward 27,Court Of Appeals Judge,1,134,,Scattering,0
Milwaukee,City Of Milwaukee Ward 28,Court Of Appeals Judge,1,74,NP,Joe Donald,71
Milwaukee,City Of Milwaukee Ward 28,Court Of Appeals Judge,1,74,,Scattering,3
Milwaukee,City Of Milwaukee Ward 29,Court Of Appeals Judge,1,108,NP,Joe Donald,106
Milwaukee,City Of Milwaukee Ward 29,Court Of Appeals Judge,1,108,,Scattering,2
Milwaukee,City Of Milwaukee Ward 30,Court Of Appeals Judge,1,95,NP,Joe Donald,94
Milwaukee,City Of Milwaukee Ward 30,Court Of Appeals Judge,1,95,,Scattering,1
Milwaukee,City Of Milwaukee Ward 31,Court Of Appeals Judge,1,78,NP,Joe Donald,78
Milwaukee,City Of Milwaukee Ward 31,Court Of Appeals Judge,1,78,,Scattering,0
Milwaukee,City Of Milwaukee Ward 32,Court Of Appeals Judge,1,234,NP,Joe Donald,233
Milwaukee,City Of Milwaukee Ward 32,Court Of Appeals Judge,1,234,,Scattering,1
Milwaukee,City Of Milwaukee Ward 33,Court Of Appeals Judge,1,591,NP,Joe Donald,569
Milwaukee,City Of Milwaukee Ward 33,Court Of Appeals Judge,1,591,,Scattering,22
Milwaukee,City Of Milwaukee Ward 34,Court Of Appeals Judge,1,69,NP,Joe Donald,69
Milwaukee,City Of Milwaukee Ward 34,Court Of Appeals Judge,1,69,,Scattering,0
Milwaukee,City Of Milwaukee Ward 35,Court Of Appeals Judge,1,310,NP,Joe Donald,304
Milwaukee,City Of Milwaukee Ward 35,Court Of Appeals Judge,1,310,,Scattering,6
Milwaukee,City Of Milwaukee Ward 36,Court Of Appeals Judge,1,126,NP,Joe Donald,123
Milwaukee,City Of Milwaukee Ward 36,Court Of Appeals Judge,1,126,,Scattering,3
Milwaukee,City Of Milwaukee Ward 37,Court Of Appeals Judge,1,79,NP,Joe Donald,78
Milwaukee,City Of Milwaukee Ward 37,Court Of Appeals Judge,1,79,,Scattering,1
Milwaukee,City Of Milwaukee Ward 38,Court Of Appeals Judge,1,79,NP,Joe Donald,76
Milwaukee,City Of Milwaukee Ward 38,Court Of Appeals Judge,1,79,,Scattering,3
Milwaukee,City Of Milwaukee Ward 39,Court Of Appeals Judge,1,142,NP,Joe Donald,141
Milwaukee,City Of Milwaukee Ward 39,Court Of Appeals Judge,1,142,,Scattering,1
Milwaukee,City Of Milwaukee Ward 40,Court Of Appeals Judge,1,106,NP,Joe Donald,101
Milwaukee,City Of Milwaukee Ward 40,Court Of Appeals Judge,1,106,,Scattering,5
Milwaukee,City Of Milwaukee Ward 41,Court Of Appeals Judge,1,195,NP,Joe Donald,190
Milwaukee,City Of Milwaukee Ward 41,Court Of Appeals Judge,1,195,,Scattering,5
Milwaukee,City Of Milwaukee Ward 42,Court Of Appeals Judge,1,160,NP,Joe Donald,156
Milwaukee,City Of Milwaukee Ward 42,Court Of Appeals Judge,1,160,,Scattering,4
Milwaukee,City Of Milwaukee Ward 43,Court Of Appeals Judge,1,174,NP,Joe Donald,169
Milwaukee,City Of Milwaukee Ward 43,Court Of Appeals Judge,1,174,,Scattering,5
Milwaukee,City Of Milwaukee Ward 44,Court Of Appeals Judge,1,136,NP,Joe Donald,134
Milwaukee,City Of Milwaukee Ward 44,Court Of Appeals Judge,1,136,,Scattering,2
Milwaukee,City Of Milwaukee Ward 45,Court Of Appeals Judge,1,140,NP,Joe Donald,135
Milwaukee,City Of Milwaukee Ward 45,Court Of Appeals Judge,1,140,,Scattering,5
Milwaukee,City Of Milwaukee Ward 46,Court Of Appeals Judge,1,70,NP,Joe Donald,69
Milwaukee,City Of Milwaukee Ward 46,Court Of Appeals Judge,1,70,,Scattering,1
Milwaukee,City Of Milwaukee Ward 47,Court Of Appeals Judge,1,72,NP,Joe Donald,70
Milwaukee,City Of Milwaukee Ward 47,Court Of Appeals Judge,1,72,,Scattering,2
Milwaukee,City Of Milwaukee Ward 48,Court Of Appeals Judge,1,136,NP,Joe Donald,134
Milwaukee,City Of Milwaukee Ward 48,Court Of Appeals Judge,1,136,,Scattering,2
Milwaukee,City Of Milwaukee Ward 49,Court Of Appeals Judge,1,117,NP,Joe Donald,117
Milwaukee,City Of Milwaukee Ward 49,Court Of Appeals Judge,1,117,,Scattering,0
Milwaukee,City Of Milwaukee Ward 50,Court Of Appeals Judge,1,92,NP,Joe Donald,89
Milwaukee,City Of Milwaukee Ward 50,Court Of Appeals Judge,1,92,,Scattering,3
Milwaukee,City Of Milwaukee Ward 51,Court Of Appeals Judge,1,123,NP,Joe Donald,121
Milwaukee,City Of Milwaukee Ward 51,Court Of Appeals Judge,1,123,,Scattering,2
Milwaukee,City Of Milwaukee Ward 52,Court Of Appeals Judge,1,211,NP,Joe Donald,209
Milwaukee,City Of Milwaukee Ward 52,Court Of Appeals Judge,1,211,,Scattering,2
Milwaukee,City Of Milwaukee Ward 53,Court Of Appeals Judge,1,132,NP,Joe Donald,131
Milwaukee,City Of Milwaukee Ward 53,Court Of Appeals Judge,1,132,,Scattering,1
Milwaukee,City Of Milwaukee Ward 54,Court Of Appeals Judge,1,157,NP,Joe Donald,156
Milwaukee,City Of Milwaukee Ward 54,Court Of Appeals Judge,1,157,,Scattering,1
Milwaukee,City Of Milwaukee Ward 55,Court Of Appeals Judge,1,133,NP,Joe Donald,131
Milwaukee,City Of Milwaukee Ward 55,Court Of Appeals Judge,1,133,,Scattering,2
Milwaukee,City Of Milwaukee Ward 56,Court Of Appeals Judge,1,289,NP,Joe Donald,286
Milwaukee,City Of Milwaukee Ward 56,Court Of Appeals Judge,1,289,,Scattering,3
Milwaukee,City Of Milwaukee Ward 57,Court Of Appeals Judge,1,116,NP,Joe Donald,116
Milwaukee,City Of Milwaukee Ward 57,Court Of Appeals Judge,1,116,,Scattering,0
Milwaukee,City Of Milwaukee Ward 58,Court Of Appeals Judge,1,114,NP,Joe Donald,114
Milwaukee,City Of Milwaukee Ward 58,Court Of Appeals Judge,1,114,,Scattering,0
Milwaukee,City Of Milwaukee Ward 59,Court Of Appeals Judge,1,99,NP,Joe Donald,98
Milwaukee,City Of Milwaukee Ward 59,Court Of Appeals Judge,1,99,,Scattering,1
Milwaukee,City Of Milwaukee Ward 60,Court Of Appeals Judge,1,66,NP,Joe Donald,65
Milwaukee,City Of Milwaukee Ward 60,Court Of Appeals Judge,1,66,,Scattering,1
Milwaukee,City Of Milwaukee Ward 61,Court Of Appeals Judge,1,183,NP,Joe Donald,176
Milwaukee,City Of Milwaukee Ward 61,Court Of Appeals Judge,1,183,,Scattering,7
Milwaukee,City Of Milwaukee Ward 62,Court Of Appeals Judge,1,197,NP,Joe Donald,195
Milwaukee,City Of Milwaukee Ward 62,Court Of Appeals Judge,1,197,,Scattering,2
Milwaukee,City Of Milwaukee Ward 63,Court Of Appeals Judge,1,90,NP,Joe Donald,88
Milwaukee,City Of Milwaukee Ward 63,Court Of Appeals Judge,1,90,,Scattering,2
Milwaukee,City Of Milwaukee Ward 64,Court Of Appeals Judge,1,106,NP,Joe Donald,101
Milwaukee,City Of Milwaukee Ward 64,Court Of Appeals Judge,1,106,,Scattering,5
Milwaukee,City Of Milwaukee Ward 65,Court Of Appeals Judge,1,167,NP,Joe Donald,163
Milwaukee,City Of Milwaukee Ward 65,Court Of Appeals Judge,1,167,,Scattering,4
Milwaukee,City Of Milwaukee Ward 66,Court Of Appeals Judge,1,131,NP,Joe Donald,130
Milwaukee,City Of Milwaukee Ward 66,Court Of Appeals Judge,1,131,,Scattering,1
Milwaukee,City Of Milwaukee Ward 67,Court Of Appeals Judge,1,225,NP,Joe Donald,222
Milwaukee,City Of Milwaukee Ward 67,Court Of Appeals Judge,1,225,,Scattering,3
Milwaukee,City Of Milwaukee Ward 68,Court Of Appeals Judge,1,149,NP,Joe Donald,148
Milwaukee,City Of Milwaukee Ward 68,Court Of Appeals Judge,1,149,,Scattering,1
Milwaukee,City Of Milwaukee Ward 69,Court Of Appeals Judge,1,207,NP,Joe Donald,202
Milwaukee,City Of Milwaukee Ward 69,Court Of Appeals Judge,1,207,,Scattering,5
Milwaukee,City Of Milwaukee Ward 70,Court Of Appeals Judge,1,247,NP,Joe Donald,241
Milwaukee,City Of Milwaukee Ward 70,Court Of Appeals Judge,1,247,,Scattering,6
Milwaukee,City Of Milwaukee Ward 71,Court Of Appeals Judge,1,162,NP,Joe Donald,159
Milwaukee,City Of Milwaukee Ward 71,Court Of Appeals Judge,1,162,,Scattering,3
Milwaukee,City Of Milwaukee Ward 72,Court Of Appeals Judge,1,186,NP,Joe Donald,182
Milwaukee,City Of Milwaukee Ward 72,Court Of Appeals Judge,1,186,,Scattering,4
Milwaukee,City Of Milwaukee Ward 73,Court Of Appeals Judge,1,132,NP,Joe Donald,130
Milwaukee,City Of Milwaukee Ward 73,Court Of Appeals Judge,1,132,,Scattering,2
Milwaukee,City Of Milwaukee Ward 74,Court Of Appeals Judge,1,114,NP,Joe Donald,114
Milwaukee,City Of Milwaukee Ward 74,Court Of Appeals Judge,1,114,,Scattering,0
Milwaukee,City Of Milwaukee Ward 75,Court Of Appeals Judge,1,216,NP,Joe Donald,214
Milwaukee,City Of Milwaukee Ward 75,Court Of Appeals Judge,1,216,,Scattering,2
Milwaukee,City Of Milwaukee Ward 76,Court Of Appeals Judge,1,238,NP,Joe Donald,230
Milwaukee,City Of Milwaukee Ward 76,Court Of Appeals Judge,1,238,,Scattering,8
Milwaukee,City Of Milwaukee Ward 77,Court Of Appeals Judge,1,290,NP,Joe Donald,288
Milwaukee,City Of Milwaukee Ward 77,Court Of Appeals Judge,1,290,,Scattering,2
Milwaukee,City Of Milwaukee Ward 78,Court Of Appeals Judge,1,196,NP,Joe Donald,195
Milwaukee,City Of Milwaukee Ward 78,Court Of Appeals Judge,1,196,,Scattering,1
Milwaukee,City Of Milwaukee Ward 79,Court Of Appeals Judge,1,548,NP,Joe Donald,540
Milwaukee,City Of Milwaukee Ward 79,Court Of Appeals Judge,1,548,,Scattering,8
Milwaukee,City Of Milwaukee Ward 80,Court Of Appeals Judge,1,176,NP,Joe Donald,175
Milwaukee,City Of Milwaukee Ward 80,Court Of Appeals Judge,1,176,,Scattering,1
Milwaukee,City Of Milwaukee Ward 81,Court Of Appeals Judge,1,216,NP,Joe Donald,214
Milwaukee,City Of Milwaukee Ward 81,Court Of Appeals Judge,1,216,,Scattering,2
Milwaukee,City Of Milwaukee Ward 82,Court Of Appeals Judge,1,124,NP,Joe Donald,121
Milwaukee,City Of Milwaukee Ward 82,Court Of Appeals Judge,1,124,,Scattering,3
Milwaukee,City Of Milwaukee Ward 83,Court Of Appeals Judge,1,540,NP,Joe Donald,529
Milwaukee,City Of Milwaukee Ward 83,Court Of Appeals Judge,1,540,,Scattering,11
Milwaukee,City Of Milwaukee Ward 84,Court Of Appeals Judge,1,158,NP,Joe Donald,154
Milwaukee,City Of Milwaukee Ward 84,Court Of Appeals Judge,1,158,,Scattering,4
Milwaukee,City Of Milwaukee Ward 85,Court Of Appeals Judge,1,445,NP,Joe Donald,439
Milwaukee,City Of Milwaukee Ward 85,Court Of Appeals Judge,1,445,,Scattering,6
Milwaukee,City Of Milwaukee Ward 86,Court Of Appeals Judge,1,213,NP,Joe Donald,211
Milwaukee,City Of Milwaukee Ward 86,Court Of Appeals Judge,1,213,,Scattering,2
Milwaukee,City Of Milwaukee Ward 87,Court Of Appeals Judge,1,208,NP,Joe Donald,207
Milwaukee,City Of Milwaukee Ward 87,Court Of Appeals Judge,1,208,,Scattering,1
Milwaukee,City Of Milwaukee Ward 88,Court Of Appeals Judge,1,253,NP,Joe Donald,246
Milwaukee,City Of Milwaukee Ward 88,Court Of Appeals Judge,1,253,,Scattering,7
Milwaukee,City Of Milwaukee Ward 89,Court Of Appeals Judge,1,311,NP,Joe Donald,302
Milwaukee,City Of Milwaukee Ward 89,Court Of Appeals Judge,1,311,,Scattering,9
Milwaukee,City Of Milwaukee Ward 90,Court Of Appeals Judge,1,391,NP,Joe Donald,389
Milwaukee,City Of Milwaukee Ward 90,Court Of Appeals Judge,1,391,,Scattering,2
Milwaukee,City Of Milwaukee Ward 91,Court Of Appeals Judge,1,51,NP,Joe Donald,51
