county,ward,office,district,total.votes,party,candidate,votes
Kewaunee,,Supreme Court,,8549,NP,Susan Crawford,3191
Kewaunee,,Supreme Court,,8549,,Scattering,5
La Crosse,,Supreme Court,,48494,NP,Brad Schimel,17954
La Crosse,,Supreme Court,,48494,NP,Susan Crawford,30540
La Crosse,,Supreme Court,,48494,,Scattering,0
Lafayette,,Supreme Court,,5965,NP,Brad Schimel,3065
Lafayette,,Supreme Court,,5965,NP,Susan Crawford,2900
Lafayette,,Supreme Court,,5965,,Scattering,0
Langlade,,Supreme Court,,7684,NP,Brad Schimel,4825
Langlade,,Supreme Court,,7684,NP,Susan Crawford,2859
Langlade,,Supreme Court,,7684,,Scattering,0
Lincoln,,Supreme Court,,10988,NP,Brad Schimel,6363
Lincoln,,Supreme Court,,10988,NP,Susan Crawford,4617
Lincoln,,Supreme Court,,10988,,Scattering,8
Manitowoc,,Supreme Court,,32537,NP,Brad Schimel,18596
Manitowoc,,Supreme Court,,32537,NP,Susan Crawford,13919
Manitowoc,,Supreme Court,,32537,,Scattering,22
Marathon,,Supreme Court,,53362,NP,Brad Schimel,29369
Marathon,,Supreme Court,,53362,NP,Susan Crawford,23964
Marathon,,Supreme Court,,53362,,Scattering,29
Marinette,,Supreme Court,,15703,NP,Brad Schimel,10031
Marinette,,Supreme Court,,15703,NP,Susan Crawford,5656
Marinette,,Supreme Court,,15703,,Scattering,16
Marquette,,Supreme Court,,6401,NP,Brad Schimel,3870
Marquette,,Supreme Court,,6401,NP,Susan Crawford,2529
Marquette,,Supreme Court,,6401,,Scattering,2
Menominee,,Supreme Court,,1028,NP,Brad Schimel,191
Menominee,,Supreme Court,,1028,NP,Susan Crawford,837
Menominee,,Supreme Court,,1028,,Scattering,0
Milwaukee,,Supreme Court,,304885,NP,Brad Schimel,77299
Milwaukee,,Supreme Court,,304885,NP,Susan Crawford,227345
Milwaukee,,Supreme Court,,304885,,Scattering,241
Monroe,,Supreme Court,,15007,NP,Brad Schimel,8340
Monroe,,Supreme Court,,15007,NP,Susan Crawford,6663
Monroe,,Supreme Court,,15007,,Scattering,4
Oconto,,Supreme Court,,16676,NP,Brad Schimel,11279
Oconto,,Supreme Court,,16676,NP,Susan Crawford,5386
Oconto,,Supreme Court,,16676,,Scattering,11
Oneida,,Supreme Court,,16971,NP,Brad Schimel,9222
Oneida,,Supreme Court,,16971,NP,Susan Crawford,7733
Oneida,,Supreme Court,,16971,,Scattering,16
Outagamie,,Supreme Court,,74472,NP,Brad Schimel,36740
Outagamie,,Supreme Court,,74472,NP,Susan Crawford,37732
Outagamie,,Supreme Court,,74472,,Scattering,0
Ozaukee,,Supreme Court,,47187,NP,Brad Schimel,24352
Ozaukee,,Supreme Court,,47187,NP,Susan Crawford,22814
Ozaukee,,Supreme Court,,47187,,Scattering,21
Pepin,,Supreme Court,,2912,NP,Brad Schimel,1697
Pepin,,Supreme Court,,2912,NP,Susan Crawford,1215
Pepin,,Supreme Court,,2912,,Scattering,0
Pierce,,Supreme Court,,16607,NP,Brad Schimel,8504
Pierce,,Supreme Court,,16607,NP,Susan Crawford,8096
Pierce,,Supreme Court,,16607,,Scattering,7
Polk,,Supreme Court,,18557,NP,Brad Schimel,11157
Polk,,Supreme Court,,18557,NP,Susan Crawford,7400
Polk,,Supreme Court,,18557,,Scattering,0
Portage,,Supreme Court,,30301,NP,Brad Schimel,12812
Portage,,Supreme Court,,30301,NP,Susan Crawford,17476
Portage,,Supreme Court,,30301,,Scattering,13
Price,,Supreme Court,,6324,NP,Brad Schimel,3865
Price,,Supreme Court,,6324,NP,Susan Crawford,2459
Price,,Supreme Court,,6324,,Scattering,0
Racine,,Supreme Court,,73624,NP,Brad Schimel,36323
Racine,,Supreme Court,,73624,NP,Susan Crawford,37235
Racine,,Supreme Court,,73624,,Scattering,66
Richland,,Supreme Court,,6355,NP,Brad Schimel,3043
Richland,,Supreme Court,,6355,NP,Susan Crawford,3309
Richland,,Supreme Court,,6355,,Scattering,3
Rock,,Supreme Court,,57501,NP,Brad Schimel,22268
Rock,,Supreme Court,,57501,NP,Susan Crawford,35186
Rock,,Supreme Court,,57501,,Scattering,47
Rusk,,Supreme Court,,5755,NP,Brad Schimel,3645
Rusk,,Supreme Court,,5755,NP,Susan Crawford,2107
Rusk,,Supreme Court,,5755,,Scattering,3
Sauk,,Supreme Court,,25461,NP,Brad Schimel,10913
Sauk,,Supreme Court,,25461,NP,Susan Crawford,14548
Sauk,,Supreme Court,,25461,,Scattering,0
Sawyer,,Supreme Court,,7704,NP,Brad Schimel,4234
Sawyer,,Supreme Court,,7704,NP,Susan Crawford,3464
Sawyer,,Supreme Court,,7704,,Scattering,6
Shawano,,Supreme Court,,15117,NP,Brad Schimel,9643
Shawano,,Supreme Court,,15117,NP,Susan Crawford,5467
Shawano,,Supreme Court,,15117,,Scattering,7
Sheboygan,,Supreme Court,,46448,NP,Brad Schimel,25130
Sheboygan,,Supreme Court,,46448,NP,Susan Crawford,21280
Sheboygan,,Supreme Court,,46448,,Scattering,38
St. Croix,,Supreme Court,,40238,NP,Brad Schimel,21738
St. Croix,,Supreme Court,,40238,NP,Susan Crawford,18477
St. Croix,,Supreme Court,,40238,,Scattering,23
Taylor,,Supreme Court,,7440,NP,Brad Schimel,5264
Taylor,,Supreme Court,,7440,NP,Susan Crawford,2176
Taylor,,Supreme Court,,7440,,Scattering,0
Trempealeau,,Supreme Court,,10773,NP,Brad Schimel,5702
Trempealeau,,Supreme Court,,10773,NP,Susan Crawford,5068
Trempealeau,,Supreme Court,,10773,,Scattering,3
Vernon,,Supreme Court,,12318,NP,Brad Schimel,5696
Vernon,,Supreme Court,,12318,NP,Susan Crawford,6612
Vernon,,Supreme Court,,12318,,Scattering,10
Vilas,,Supreme Court,,11126,NP,Brad Schimel,6541
Vilas,,Supreme Court,,11126,NP,Susan Crawford,4572
Vilas,,Supreme Court,,11126,,Scattering,13
Walworth,,Supreme Court,,42112,NP,Brad Schimel,23620
Walworth,,Supreme Court,,42112,NP,Susan Crawford,18461
Walworth,,Supreme Court,,42112,,Scattering,31
Washburn,,Supreme Court,,7742,NP,Brad Schimel,4609
Washburn,,Supreme Court,,7742,NP,Susan Crawford,3129
Washburn,,Supreme Court,,7742,,Scattering,4
Washington,,Supreme Court,,64912,NP,Brad Schimel,42972
Washington,,Supreme Court,,64912,NP,Susan Crawford,21906
Washington,,Supreme Court,,64912,,Scattering,34
Waukesha,,Supreme Court,,201228,NP,Brad Schimel,116000
Waukesha,,Supreme Court,,201228,NP,Susan Crawford,85130
Waukesha,,Supreme Court,,201228,,Scattering,98
Waupaca,,Supreme Court,,20054,NP,Brad Schimel,12334
Waupaca,,Supreme Court,,20054,NP,Susan Crawford,7706
Waupaca,,Supreme Court,,20054,,Scattering,14
Waushara,,Supreme Court,,9884,NP,Brad Schimel,6386
Waushara,,Supreme Court,,9884,NP,Susan Crawford,3498
Waushara,,Supreme Court,,9884,,Scattering,0
Winnebago,,Supreme Court,,64700,NP,Brad Schimel,30047
Winnebago,,Supreme Court,,64700,NP,Susan Crawford,34605
Winnebago,,Supreme Court,,64700,,Scattering,48
Wood,,Supreme Court,,28778,NP,Brad Schimel,15919
Wood,,Supreme Court,,28778,NP,Susan Crawford,12838
Wood,,Supreme Court,,28778,,Scattering,21
Office Totals:,,Supreme Court,,2364887,NP,Brad Schimel,1062330
Office Totals:,,Supreme Court,,2364887,NP,Susan Crawford,1301137
Office Totals:,,Supreme Court,,2364887,,Scattering,1420
Calumet,,Court Of Appeals Judge,2,15563,NP,Mark Gundrum,15342
Calumet,,Court Of Appeals Judge,2,15563,,Scattering,221
Fond Du Lac,,Court Of Appeals Judge,2,27892,NP,Mark Gundrum,27887
Fond Du Lac,,Court Of Appeals Judge,2,27892,,Scattering,5
Green Lake,,Court Of Appeals Judge,2,5459,NP,Mark Gundrum,5443
Green Lake,,Court Of Appeals Judge,2,5459,,Scattering,16
Kenosha,,Court Of Appeals Judge,2,35535,NP,Mark Gundrum,34405
Kenosha,,Court Of Appeals Judge,2,35535,,Scattering,1130
Manitowoc,,Court Of Appeals Judge,2,24197,NP,Mark Gundrum,23979
Manitowoc,,Court Of Appeals Judge,2,24197,,Scattering,218
Ozaukee,,Court Of Appeals Judge,2,31222,NP,Mark Gundrum,30721
Ozaukee,,Court Of Appeals Judge,2,31222,,Scattering,501
Racine,,Court Of Appeals Judge,2,46800,NP,Mark Gundrum,45706
Racine,,Court Of Appeals Judge,2,46800,,Scattering,1094
Sheboygan,,Court Of Appeals Judge,2,30989,NP,Mark Gundrum,30567
Sheboygan,,Court Of Appeals Judge,2,30989,,Scattering,422
Walworth,,Court Of Appeals Judge,2,28566,NP,Mark Gundrum,28126
Walworth,,Court Of Appeals Judge,2,28566,,Scattering,440
Washington,,Court Of Appeals Judge,2,47975,NP,Mark Gundrum,47381
Washington,,Court Of Appeals Judge,2,47975,,Scattering,594
Waukesha,,Court Of Appeals Judge,2,133289,NP,Mark Gundrum,131121
Waukesha,,Court Of Appeals Judge,2,133289,,Scattering,2168
Winnebago,,Court Of Appeals Judge,2,41373,NP,Mark Gundrum,40600
Winnebago,,Court Of Appeals Judge,2,41373,,Scattering,773
Office Totals:,,Court Of Appeals Judge,2,468860,NP,Mark Gundrum,461278
Office Totals:,,Court Of Appeals Judge,2,468860,,Scattering,7582
Ashland,,Court Of Appeals Judge,3,4467,NP,Lisa K. Stark,4416
Ashland,,Court Of Appeals Judge,3,4467,,Scattering,51
Barron,,Court Of Appeals Judge,3,14304,NP,Lisa K. Stark,14160
Barron,,Court Of Appeals Judge,3,14304,,Scattering,144
Bayfield,,Court Of Appeals Judge,3,6164,NP,Lisa K. Stark,6106
Bayfield,,Court Of Appeals Judge,3,6164,,Scattering,58
Brown,,Court Of Appeals Judge,3,67370,NP,Lisa K. Stark,66739
Brown,,Court Of Appeals Judge,3,67370,,Scattering,631
Buffalo,,Court Of Appeals Judge,3,5585,NP,Lisa K. Stark,4245
Buffalo,,Court Of Appeals Judge,3,5585,,Scattering,1340
Burnett,,Court Of Appeals Judge,3,5237,NP,Lisa K. Stark,5237
Burnett,,Court Of Appeals Judge,3,5237,,Scattering,0
Chippewa,,Court Of Appeals Judge,3,17688,NP,Lisa K. Stark,17517
Chippewa,,Court Of Appeals Judge,3,17688,,Scattering,171
Door,,Court Of Appeals Judge,3,10755,NP,Lisa K. Stark,10675
Door,,Court Of Appeals Judge,3,10755,,Scattering,80
Douglas,,Court Of Appeals Judge,3,11139,NP,Lisa K. Stark,10992
Douglas,,Court Of Appeals Judge,3,11139,,Scattering,147
Dunn,,Court Of Appeals Judge,3,12060,NP,Lisa K. Stark,12060
Dunn,,Court Of Appeals Judge,3,12060,,Scattering,0
Eau Claire,,Court Of Appeals Judge,3,31690,NP,Lisa K. Stark,31245
Eau Claire,,Court Of Appeals Judge,3,31690,,Scattering,445
Florence,,Court Of Appeals Judge,3,1441,NP,Lisa K. Stark,1441
Florence,,Court Of Appeals Judge,3,1441,,Scattering,0
Forest,,Court Of Appeals Judge,3,2343,NP,Lisa K. Stark,2334
Forest,,Court Of Appeals Judge,3,2343,,Scattering,9
Iron,,Court Of Appeals Judge,3,1885,NP,Lisa K. Stark,1860
Iron,,Court Of Appeals Judge,3,1885,,Scattering,25
Kewaunee,,Court Of Appeals Judge,3,6454,NP,Lisa K. Stark,6410
Kewaunee,,Court Of Appeals Judge,3,6454,,Scattering,44
Langlade,,Court Of Appeals Judge,3,5383,NP,Lisa K. Stark,5383
Langlade,,Court Of Appeals Judge,3,5383,,Scattering,0
Lincoln,,Court Of Appeals Judge,3,8183,NP,Lisa K. Stark,8106
Lincoln,,Court Of Appeals Judge,3,8183,,Scattering,77
Marathon,,Court Of Appeals Judge,3,38232,NP,Lisa K. Stark,37893
Marathon,,Court Of Appeals Judge,3,38232,,Scattering,339
Marinette,,Court Of Appeals Judge,3,11746,NP,Lisa K. Stark,11671
Marinette,,Court Of Appeals Judge,3,11746,,Scattering,75
Menominee,,Court Of Appeals Judge,3,531,NP,Lisa K. Stark,531
Menominee,,Court Of Appeals Judge,3,531,,Scattering,0
Oconto,,Court Of Appeals Judge,3,12720,NP,Lisa K. Stark,12654
Oconto,,Court Of Appeals Judge,3,12720,,Scattering,66
Oneida,,Court Of Appeals Judge,3,11460,NP,Lisa K. Stark,11341
Oneida,,Court Of Appeals Judge,3,11460,,Scattering,119
Outagamie,,Court Of Appeals Judge,3,52359,NP,Lisa K. Stark,52359
Outagamie,,Court Of Appeals Judge,3,52359,,Scattering,0
Pepin,,Court Of Appeals Judge,3,2345,NP,Lisa K. Stark,2345
Pepin,,Court Of Appeals Judge,3,2345,,Scattering,0
Pierce,,Court Of Appeals Judge,3,12741,NP,Lisa K. Stark,12602
Pierce,,Court Of Appeals Judge,3,12741,,Scattering,139
Polk,,Court Of Appeals Judge,3,13385,NP,Lisa K. Stark,13385
Polk,,Court Of Appeals Judge,3,13385,,Scattering,0
Price,,Court Of Appeals Judge,3,4214,NP,Lisa K. Stark,4214
Price,,Court Of Appeals Judge,3,4214,,Scattering,0
Rusk,,Court Of Appeals Judge,3,4221,NP,Lisa K. Stark,4196
Rusk,,Court Of Appeals Judge,3,4221,,Scattering,25
Sawyer,,Court Of Appeals Judge,3,5448,NP,Lisa K. Stark,5403
Sawyer,,Court Of Appeals Judge,3,5448,,Scattering,45
Shawano,,Court Of Appeals Judge,3,11417,NP,Lisa K. Stark,11384
Shawano,,Court Of Appeals Judge,3,11417,,Scattering,33
St. Croix,,Court Of Appeals Judge,3,27789,NP,Lisa K. Stark,27391
St. Croix,,Court Of Appeals Judge,3,27789,,Scattering,398
Taylor,,Court Of Appeals Judge,3,0,NP,Lisa K. Stark,0
Taylor,,Court Of Appeals Judge,3,0,,Scattering,0
Trempealeau,,Court Of Appeals Judge,3,8268,NP,Lisa K. Stark,8212
Trempealeau,,Court Of Appeals Judge,3,8268,,Scattering,56
Vilas,,Court Of Appeals Judge,3,7390,NP,Lisa K. Stark,7326
Vilas,,Court Of Appeals Judge,3,7390,,Scattering,64
Washburn,,Court Of Appeals Judge,3,5622,NP,Lisa K. Stark,5598
Washburn,,Court Of Appeals Judge,3,5622,,Scattering,24
Office Totals:,,Court Of Appeals Judge,3,442036,NP,Lisa K. Stark,437431
Office Totals:,,Court Of Appeals Judge,3,442036,,Scattering,4605
Adams,,Court Of Appeals Judge,4,7153,NP,Jennifer Nashold,7029
Adams,,Court Of Appeals Judge,4,7153,,Scattering,124
Clark,,Court Of Appeals Judge,4,7680,NP,Jennifer Nashold,7599
Clark,,Court Of Appeals Judge,4,7680,,Scattering,81
Columbia,,Court Of Appeals Judge,4,15594,NP,Jennifer Nashold,15411
Columbia,,Court Of Appeals Judge,4,15594,,Scattering,183
Crawford,,Court Of Appeals Judge,4,4729,NP,Jennifer Nashold,4690
Crawford,,Court Of Appeals Judge,4,4729,,Scattering,39
Dane,,Court Of Appeals Judge,4,195814,NP,Jennifer Nashold,193681
Dane,,Court Of Appeals Judge,4,195814,,Scattering,2133
Dodge,,Court Of Appeals Judge,4,23593,NP,Jennifer Nashold,23593
Dodge,,Court Of Appeals Judge,4,23593,,Scattering,0
Grant,,Court Of Appeals Judge,4,12225,NP,Jennifer Nashold,12159
Grant,,Court Of Appeals Judge,4,12225,,Scattering,66
Green,,Court Of Appeals Judge,4,11111,NP,Jennifer Nashold,10990
Green,,Court Of Appeals Judge,4,11111,,Scattering,121
Iowa,,Court Of Appeals Judge,4,7662,NP,Jennifer Nashold,7579
Iowa,,Court Of Appeals Judge,4,7662,,Scattering,83
Jackson,,Court Of Appeals Judge,4,5046,NP,Jennifer Nashold,5046
Jackson,,Court Of Appeals Judge,4,5046,,Scattering,0
Jefferson,,Court Of Appeals Judge,4,22243,NP,Jennifer Nashold,21888
Jefferson,,Court Of Appeals Judge,4,22243,,Scattering,355
Juneau,,Court Of Appeals Judge,4,6933,NP,Jennifer Nashold,6885
Juneau,,Court Of Appeals Judge,4,6933,,Scattering,48
La Crosse,,Court Of Appeals Judge,4,32500,NP,Jennifer Nashold,32500
La Crosse,,Court Of Appeals Judge,4,32500,,Scattering,0
Lafayette,,Court Of Appeals Judge,4,4516,NP,Jennifer Nashold,4516
Lafayette,,Court Of Appeals Judge,4,4516,,Scattering,0
Marquette,,Court Of Appeals Judge,4,4640,NP,Jennifer Nashold,4611
Marquette,,Court Of Appeals Judge,4,4640,,Scattering,29
Monroe,,Court Of Appeals Judge,4,11676,NP,Jennifer Nashold,11582
Monroe,,Court Of Appeals Judge,4,11676,,Scattering,94
Portage,,Court Of Appeals Judge,4,22122,NP,Jennifer Nashold,21855
Portage,,Court Of Appeals Judge,4,22122,,Scattering,267
Richland,,Court Of Appeals Judge,4,4419,NP,Jennifer Nashold,4385
Richland,,Court Of Appeals Judge,4,4419,,Scattering,34
Rock,,Court Of Appeals Judge,4,37389,NP,Jennifer Nashold,36899
Rock,,Court Of Appeals Judge,4,37389,,Scattering,490
Sauk,,Court Of Appeals Judge,4,16965,NP,Jennifer Nashold,16965
Sauk,,Court Of Appeals Judge,4,16965,,Scattering,0
Vernon,,Court Of Appeals Judge,4,8806,NP,Jennifer Nashold,8727
Vernon,,Court Of Appeals Judge,4,8806,,Scattering,79
Waupaca,,Court Of Appeals Judge,4,14709,NP,Jennifer Nashold,14575
Waupaca,,Court Of Appeals Judge,4,14709,,Scattering,134
Waushara,,Court Of Appeals Judge,4,7083,NP,Jennifer Nashold,7083
Waushara,,Court Of Appeals Judge,4,7083,,Scattering,0
Wood,,Court Of Appeals Judge,4,20474,NP,Jennifer Nashold,20343
Wood,,Court Of Appeals Judge,4,20474,,Scattering,131
Office Totals:,,Court Of Appeals Judge,4,505082,NP,Jennifer Nashold,500591
Office Totals:,,Court Of Appeals Judge,4,505082,,Scattering,4491
Brown,,Brown County Circuit Court Judge Branch 3,,67934,NP,TAMMY JO HOCK,67062
Brown,,Brown County Circuit Court Judge Branch 3,,67934,,Scattering,872
Office Totals:,,Brown County Circuit Court Judge Branch 3,,67934,NP,TAMMY JO HOCK,67062
Office Totals:,,Brown County Circuit Court Judge Branch 3,,67934,,Scattering,872
Brown,,Brown County Circuit Court Judge Branch 4,,67313,NP,Samantha Wagner,66714
Brown,,Brown County Circuit Court Judge Branch 4,,67313,,Scattering,599
Office Totals:,,Brown County Circuit Court Judge Branch 4,,67313,NP,Samantha Wagner,66714
Office Totals:,,Brown County Circuit Court Judge Branch 4,,67313,,Scattering,599
Brown,,Brown County Circuit Court Judge Branch 7,,68473,NP,Timothy A. Hinkfuss,67793
Brown,,Brown County Circuit Court Judge Branch 7,,68473,,Scattering,680
Office Totals:,,Brown County Circuit Court Judge Branch 7,,68473,NP,Timothy A. Hinkfuss,67793
Office Totals:,,Brown County Circuit Court Judge Branch 7,,68473,,Scattering,680
Crawford,,Crawford County Circuit Court Judge,,4937,NP,Lukas L. Steiner,4894
Crawford,,Crawford County Circuit Court Judge,,4937,,Scattering,43
Office Totals:,,Crawford County Circuit Court Judge,,4937,NP,Lukas L. Steiner,4894
Office Totals:,,Crawford County Circuit Court Judge,,4937,,Scattering,43
Dane,,Dane County Circuit Court Judge Branch 2,,194475,NP,Payal Khandhar,192351
Dane,,Dane County Circuit Court Judge Branch 2,,194475,,Scattering,2124
Office Totals:,,Dane County Circuit Court Judge Branch 2,,194475,NP,Payal Khandhar,192351
Office Totals:,,Dane County Circuit Court Judge Branch 2,,194475,,Scattering,2124
Dane,,Dane County Circuit Court Judge Branch 16,,193608,NP,Rhonda L. Lanford,191580
Dane,,Dane County Circuit Court Judge Branch 16,,193608,,Scattering,2028
Office Totals:,,Dane County Circuit Court Judge Branch 16,,193608,NP,Rhonda L. Lanford,191580
Office Totals:,,Dane County Circuit Court Judge Branch 16,,193608,,Scattering,2028
Dodge,,Dodge County Circuit Court Judge Branch 3,,23646,NP,Chad Wozniak,23646
Dodge,,Dodge County Circuit Court Judge Branch 3,,23646,,Scattering,0
Office Totals:,,Dodge County Circuit Court Judge Branch 3,,23646,NP,Chad Wozniak,23646
Office Totals:,,Dodge County Circuit Court Judge Branch 3,,23646,,Scattering,0
Eau Claire,,Eau Claire County Circuit Court Judge Branch 2,,30293,NP,Douglas Hoffer,29879
Eau Claire,,Eau Claire County Circuit Court Judge Branch 2,,30293,,Scattering,414
Office Totals:,,Eau Claire County Circuit Court Judge Branch 2,,30293,NP,Douglas Hoffer,29879
Office Totals:,,Eau Claire County Circuit Court Judge Branch 2,,30293,,Scattering,414
Green,,Green County Circuit Court Judge Branch 2,,11442,NP,Jane Bucher,11315
Green,,Green County Circuit Court Judge Branch 2,,11442,,Scattering,127
Office Totals:,,Green County Circuit Court Judge Branch 2,,11442,NP,Jane Bucher,11315
Office Totals:,,Green County Circuit Court Judge Branch 2,,11442,,Scattering,127
Jefferson,,Jefferson County Circuit Court Judge Branch 1,,27195,NP,Will Gruber,17939
Jefferson,,Jefferson County Circuit Court Judge Branch 1,,27195,NP,John Jack A. Chavez,9083
Jefferson,,Jefferson County Circuit Court Judge Branch 1,,27195,,Scattering,173
Office Totals:,,Jefferson County Circuit Court Judge Branch 1,,27195,NP,Will Gruber,17939
Office Totals:,,Jefferson County Circuit Court Judge Branch 1,,27195,NP,John Jack A. Chavez,9083
Office Totals:,,Jefferson County Circuit Court Judge Branch 1,,27195,,Scattering,173
Jefferson,,Jefferson County Circuit Court Judge Branch 2,,26598,NP,Theresa Beck,13698
Jefferson,,Jefferson County Circuit Court Judge Branch 2,,26598,NP,Jennifer L Weber,12600
Jefferson,,Jefferson County Circuit Court Judge Branch 2,,26598,,Scattering,300
Office Totals:,,Jefferson County Circuit Court Judge Branch 2,,26598,NP,Theresa Beck,13698
Office Totals:,,Jefferson County Circuit Court Judge Branch 2,,26598,NP,Jennifer L Weber,12600
Office Totals:,,Jefferson County Circuit Court Judge Branch 2,,26598,,Scattering,300
La Crosse,,La Crosse County Circuit Court Judge Branch 1,,38687,NP,Eric S. Sanford,18525
La Crosse,,La Crosse County Circuit Court Judge Branch 1,,38687,NP,Joe Veenstra,20162
La Crosse,,La Crosse County Circuit Court Judge Branch 1,,38687,,Scattering,0
Office Totals:,,La Crosse County Circuit Court Judge Branch 1,,38687,NP,Eric S. Sanford,18525
Office Totals:,,La Crosse County Circuit Court Judge Branch 1,,38687,NP,Joe Veenstra,20162
Office Totals:,,La Crosse County Circuit Court Judge Branch 1,,38687,,Scattering,0
La Crosse,,La Crosse County Circuit Court Judge Branch 2,,34046,NP,Elliott M. Levine,34046
La Crosse,,La Crosse County Circuit Court Judge Branch 2,,34046,,Scattering,0
Office Totals:,,La Crosse County Circuit Court Judge Branch 2,,34046,NP,Elliott M. Levine,34046
Office Totals:,,La Crosse County Circuit Court Judge Branch 2,,34046,,Scattering,0
La Crosse,,La Crosse County Circuit Court Judge Branch 4,,34930,NP,Scott L. Horne,34930
La Crosse,,La Crosse County Circuit Court Judge Branch 4,,34930,,Scattering,0
Office Totals:,,La Crosse County Circuit Court Judge Branch 4,,34930,NP,Scott L. Horne,34930
Office Totals:,,La Crosse County Circuit Court Judge Branch 4,,34930,,Scattering,0
Lafayette,,Lafayette County Circuit Court Judge,,5173,NP,Jenna Gill,5173
Lafayette,,Lafayette County Circuit Court Judge,,5173,,Scattering,0
Office Totals:,,Lafayette County Circuit Court Judge,,5173,NP,Jenna Gill,5173
Office Totals:,,Lafayette County Circuit Court Judge,,5173,,Scattering,0
Lincoln,,Lincoln County Circuit Court Judge Branch 2,,8444,NP,Jessica Fehrenbach,8347
Lincoln,,Lincoln County Circuit Court Judge Branch 2,,8444,,Scattering,97
Office Totals:,,Lincoln County Circuit Court Judge Branch 2,,8444,NP,Jessica Fehrenbach,8347
Office Totals:,,Lincoln County Circuit Court Judge Branch 2,,8444,,Scattering,97
Manitowoc,,Manitowoc County Circuit Court Judge Branch 1,,24990,NP,Mark Rohrer,24777
Manitowoc,,Manitowoc County Circuit Court Judge Branch 1,,24990,,Scattering,213
Office Totals:,,Manitowoc County Circuit Court Judge Branch 1,,24990,NP,Mark Rohrer,24777
Office Totals:,,Manitowoc County Circuit Court Judge Branch 1,,24990,,Scattering,213
Marinette,,Marinette County Circuit Court Judge Branch 1,,13860,NP,Peggy L. Miller,6971
Marinette,,Marinette County Circuit Court Judge Branch 1,,13860,NP,DeShea D. Morrow,6845
Marinette,,Marinette County Circuit Court Judge Branch 1,,13860,,Scattering,44
Office Totals:,,Marinette County Circuit Court Judge Branch 1,,13860,NP,Peggy L. Miller,6971
Office Totals:,,Marinette County Circuit Court Judge Branch 1,,13860,NP,DeShea D. Morrow,6845
Office Totals:,,Marinette County Circuit Court Judge Branch 1,,13860,,Scattering,44
Marinette,,Marinette County Circuit Court Judge Branch 2,,12591,NP,James A. Morrison,12475
Marinette,,Marinette County Circuit Court Judge Branch 2,,12591,,Scattering,116
Office Totals:,,Marinette County Circuit Court Judge Branch 2,,12591,NP,James A. Morrison,12475
Office Totals:,,Marinette County Circuit Court Judge Branch 2,,12591,,Scattering,116
Marquette,,Marquette County Circuit Court Judge,,4822,NP,Chad A. Hendee,4786
Marquette,,Marquette County Circuit Court Judge,,4822,,Scattering,36
Office Totals:,,Marquette County Circuit Court Judge,,4822,NP,Chad A. Hendee,4786
Office Totals:,,Marquette County Circuit Court Judge,,4822,,Scattering,36
Milwaukee,,Milwaukee County Circuit Court Judge Branch 6,,190848,NP,John Remington,187485
Milwaukee,,Milwaukee County Circuit Court Judge Branch 6,,190848,,Scattering,3363
Office Totals:,,Milwaukee County Circuit Court Judge Branch 6,,190848,NP,John Remington,187485
Office Totals:,,Milwaukee County Circuit Court Judge Branch 6,,190848,,Scattering,3363
Milwaukee,,Milwaukee County Circuit Court Judge Branch 11,,190266,NP,David Swanson,187223
Milwaukee,,Milwaukee County Circuit Court Judge Branch 11,,190266,,Scattering,3043
Office Totals:,,Milwaukee County Circuit Court Judge Branch 11,,190266,NP,David Swanson,187223
Office Totals:,,Milwaukee County Circuit Court Judge Branch 11,,190266,,Scattering,3043
Milwaukee,,Milwaukee County Circuit Court Judge Branch 26,,191095,NP,William S. Pocan,187988
Milwaukee,,Milwaukee County Circuit Court Judge Branch 26,,191095,,Scattering,3107
Office Totals:,,Milwaukee County Circuit Court Judge Branch 26,,191095,NP,William S. Pocan,187988
Office Totals:,,Milwaukee County Circuit Court Judge Branch 26,,191095,,Scattering,3107
Milwaukee,,Milwaukee County Circuit Court Judge Branch 36,,191826,NP,Laura A. Crivello,189038
Milwaukee,,Milwaukee County Circuit Court Judge Branch 36,,191826,,Scattering,2788
Office Totals:,,Milwaukee County Circuit Court Judge Branch 36,,191826,NP,Laura A. Crivello,189038
Office Totals:,,Milwaukee County Circuit Court Judge Branch 36,,191826,,Scattering,2788
Milwaukee,,Milwaukee County Circuit Court Judge Branch 40,,189890,NP,Danielle L. Shelton,187136
Milwaukee,,Milwaukee County Circuit Court Judge Branch 40,,189890,,Scattering,2754
Office Totals:,,Milwaukee County Circuit Court Judge Branch 40,,189890,NP,Danielle L. Shelton,187136
Office Totals:,,Milwaukee County Circuit Court Judge Branch 40,,189890,,Scattering,2754
Milwaukee,,Milwaukee County Circuit Court Judge Branch 41,,200015,NP,Lena C. Taylor,195351
Milwaukee,,Milwaukee County Circuit Court Judge Branch 41,,200015,,Scattering,4664
Office Totals:,,Milwaukee County Circuit Court Judge Branch 41,,200015,NP,Lena C. Taylor,195351
Office Totals:,,Milwaukee County Circuit Court Judge Branch 41,,200015,,Scattering,4664
Monroe,,Monroe County Circuit Court Judge Branch 1,,12459,NP,Todd L. Ziegler,12356
Monroe,,Monroe County Circuit Court Judge Branch 1,,12459,,Scattering,103
Office Totals:,,Monroe County Circuit Court Judge Branch 1,,12459,NP,Todd L. Ziegler,12356
